,Region_annotation
6246,Unassigned
6247,Unassigned
6249,Unassigned
6250,Unassigned
6251,Unassigned
6252,Unassigned
6253,Unassigned
6254,Unassigned
6256,Unassigned
6258,Unassigned
6260,Unassigned
6261,Unassigned
6262,Unassigned
6263,Unassigned
6265,Unassigned
6267,Unassigned
6269,Unassigned
6270,Unassigned
6271,Unassigned
6272,Unassigned
6273,Unassigned
6274,Unassigned
6275,Unassigned
6276,Unassigned
6277,Unassigned
6278,Unassigned
6279,Unassigned
6280,Unassigned
6281,Unassigned
6282,Unassigned
6283,Unassigned
6284,Unassigned
6286,Unassigned
6287,Unassigned
6288,Unassigned
6289,Unassigned
6290,Unassigned
6291,Unassigned
6293,Unassigned
6295,Unassigned
6296,Unassigned
6300,Unassigned
6302,Unassigned
6303,Unassigned
6304,Unassigned
6305,Unassigned
6306,Unassigned
6309,Unassigned
6311,Unassigned
6312,Unassigned
6313,Unassigned
6314,Unassigned
6318,Unassigned
6319,Unassigned
6320,Unassigned
6321,Unassigned
6322,Unassigned
6323,Unassigned
6326,Unassigned
6327,Unassigned
6328,Unassigned
6329,Unassigned
6330,Unassigned
6331,Unassigned
6332,Unassigned
6333,Unassigned
6334,Unassigned
6335,Unassigned
6336,Unassigned
6337,Unassigned
6338,Unassigned
6339,Unassigned
6340,Unassigned
6341,Unassigned
6342,Unassigned
6343,Unassigned
6344,Unassigned
6345,Unassigned
6346,Unassigned
6347,Unassigned
6348,Unassigned
6349,Unassigned
6350,Unassigned
6351,Unassigned
6352,Unassigned
6353,Unassigned
6354,Unassigned
6355,Unassigned
6356,Unassigned
6357,Unassigned
6358,Unassigned
6359,Unassigned
6360,Unassigned
6361,Unassigned
6362,Unassigned
6363,Unassigned
6364,Unassigned
6365,Unassigned
6366,DCIS2
6367,DCIS2
6368,DCIS2
6369,DCIS2
6370,DCIS2
6371,DCIS2
6372,DCIS2
6373,DCIS2
6374,DCIS2
6375,DCIS2
6376,Unassigned
6377,Unassigned
6378,Unassigned
6380,Unassigned
6381,Unassigned
6382,Unassigned
6383,Unassigned
6385,Unassigned
6386,Unassigned
6388,Unassigned
6390,Unassigned
6391,Unassigned
6392,Unassigned
6394,Unassigned
6395,Unassigned
6396,Unassigned
6397,Unassigned
6398,Unassigned
6399,Unassigned
6402,Unassigned
6404,Unassigned
6405,Unassigned
6406,Unassigned
6407,Unassigned
6408,Unassigned
6409,Unassigned
6411,Unassigned
6413,Unassigned
6414,Unassigned
6415,Unassigned
6416,Unassigned
6417,Unassigned
6418,Unassigned
6419,Unassigned
6420,Unassigned
6423,Unassigned
6424,Unassigned
6425,DCIS2
6427,DCIS2
6428,DCIS2
6430,DCIS2
6431,DCIS2
6432,DCIS2
6433,DCIS2
6434,DCIS2
6435,DCIS2
6438,DCIS2
6439,DCIS2
6440,DCIS2
6441,DCIS2
6442,DCIS2
6443,DCIS2
6444,DCIS2
6445,DCIS2
6446,DCIS2
6447,DCIS2
6448,DCIS2
6450,DCIS2
6451,DCIS2
6452,DCIS2
6453,DCIS2
6455,DCIS2
6456,DCIS2
6457,DCIS2
6458,DCIS2
6459,DCIS2
6460,DCIS2
6461,DCIS2
6462,DCIS2
6463,DCIS2
6464,DCIS2
6465,DCIS2
6466,DCIS2
6467,DCIS2
6468,DCIS2
6469,DCIS2
6470,DCIS2
6472,Unassigned
6473,Unassigned
6475,Unassigned
6476,Unassigned
6478,Unassigned
6479,Unassigned
6483,Unassigned
6484,Unassigned
6485,Unassigned
6486,Unassigned
6487,Unassigned
6489,Unassigned
6490,Unassigned
6493,Unassigned
6494,Unassigned
6495,Unassigned
6496,Unassigned
6497,Unassigned
6499,Unassigned
6502,Unassigned
6507,Unassigned
6508,Unassigned
6509,Unassigned
6510,Unassigned
6511,Unassigned
6516,Unassigned
6519,Unassigned
6521,Unassigned
6529,Unassigned
6531,Unassigned
6532,Unassigned
6533,Unassigned
6536,Unassigned
6538,Unassigned
6544,Unassigned
6545,Unassigned
6546,Unassigned
6548,Unassigned
6549,Unassigned
6554,Unassigned
6555,Unassigned
6556,Unassigned
6557,Unassigned
6559,Unassigned
6560,Unassigned
6561,Unassigned
6562,Unassigned
6563,Unassigned
6564,Unassigned
6565,Unassigned
6566,Unassigned
6567,Unassigned
6568,Unassigned
6569,Unassigned
6570,Unassigned
6571,Unassigned
6572,Unassigned
6573,Unassigned
6574,Unassigned
6575,Unassigned
6576,Unassigned
6577,Unassigned
6578,Unassigned
6579,Unassigned
6580,Unassigned
6581,Unassigned
6582,Unassigned
6583,Unassigned
6584,Unassigned
6585,Unassigned
6586,Unassigned
6587,Unassigned
6588,Unassigned
6589,Unassigned
6590,Unassigned
6591,Unassigned
6592,Unassigned
6593,Unassigned
6594,Unassigned
6595,Unassigned
6596,Unassigned
6597,Unassigned
6599,Unassigned
6600,Unassigned
6602,Unassigned
6603,Unassigned
6604,Unassigned
6606,Unassigned
6607,Unassigned
6608,Unassigned
6609,Unassigned
6610,Unassigned
6611,Unassigned
6612,Unassigned
6613,Unassigned
6617,Unassigned
6618,Unassigned
6620,Unassigned
6621,Unassigned
6622,Unassigned
6623,Unassigned
6624,Unassigned
6625,Unassigned
6626,Unassigned
6627,Unassigned
6630,DCIS2
6631,Invasive
6632,Invasive
6633,Unassigned
6634,Unassigned
6635,Unassigned
6636,Unassigned
6638,Invasive
6639,Unassigned
6640,Unassigned
6641,Unassigned
6642,Unassigned
6643,Unassigned
6644,Unassigned
6645,Unassigned
6646,Invasive
6647,Unassigned
6648,Unassigned
6649,Unassigned
6650,Unassigned
6651,Unassigned
6652,Unassigned
6653,Unassigned
6654,Unassigned
6656,Unassigned
6657,Unassigned
6658,Unassigned
6659,Unassigned
6660,Unassigned
6661,Unassigned
6662,Unassigned
6663,Unassigned
6664,Unassigned
6665,Unassigned
6666,Unassigned
6667,Unassigned
6668,Invasive
6669,Unassigned
6670,Unassigned
6671,Unassigned
6672,Unassigned
6673,Unassigned
6674,Unassigned
6675,Unassigned
6676,Unassigned
6677,Unassigned
6678,Unassigned
6679,Unassigned
6681,Unassigned
6682,Unassigned
6683,Unassigned
6684,Unassigned
6685,Unassigned
6686,Unassigned
6687,Unassigned
6688,Unassigned
6689,Unassigned
6690,Unassigned
6691,Unassigned
6692,Unassigned
6693,Unassigned
6694,Unassigned
6695,Unassigned
6696,Unassigned
6697,Unassigned
6699,Unassigned
6700,Unassigned
6701,Unassigned
6702,Unassigned
6703,Unassigned
6704,Unassigned
6705,Unassigned
6706,Unassigned
6707,Unassigned
6708,Unassigned
6709,Invasive
6710,Unassigned
6711,Unassigned
6712,Unassigned
6713,Unassigned
6714,Invasive
6715,Invasive
6716,Unassigned
6717,Invasive
6718,Unassigned
6719,Unassigned
6721,Unassigned
6722,Unassigned
6728,Unassigned
6730,Unassigned
6731,Unassigned
6732,Unassigned
6733,Unassigned
6734,Unassigned
6735,Unassigned
6736,Unassigned
6737,Unassigned
6738,Unassigned
6739,Unassigned
6740,Unassigned
6741,Unassigned
6742,Unassigned
6743,Unassigned
6745,Unassigned
6746,Unassigned
6747,Unassigned
6748,Unassigned
6750,Unassigned
6751,Unassigned
6752,Unassigned
6753,Unassigned
6754,Unassigned
6755,Unassigned
6756,Unassigned
6757,Unassigned
6760,Unassigned
6761,Unassigned
6762,Unassigned
6765,Unassigned
6766,Unassigned
6767,Unassigned
6768,Unassigned
6769,Unassigned
6770,Unassigned
6771,Unassigned
6772,Unassigned
6773,Unassigned
6775,Unassigned
6776,Unassigned
6777,Unassigned
6778,Unassigned
6779,Unassigned
6780,Unassigned
6781,Unassigned
6782,Unassigned
6783,Unassigned
6785,Unassigned
6786,Unassigned
6787,Unassigned
6791,Unassigned
6792,Unassigned
6793,Unassigned
6794,Unassigned
6795,Unassigned
6796,Unassigned
6800,Unassigned
6803,Unassigned
6809,Unassigned
6810,Invasive
6811,Invasive
6812,Invasive
6813,Invasive
6814,Invasive
6815,Invasive
6816,Invasive
6817,Invasive
6818,Invasive
6819,Invasive
6820,Invasive
6821,Invasive
6822,Invasive
6823,Invasive
6824,Invasive
6825,Invasive
6826,Invasive
6827,Invasive
6829,Invasive
6830,Invasive
6831,Invasive
6832,Invasive
6833,Invasive
6835,Invasive
6837,Invasive
6839,Invasive
6842,Invasive
6843,Invasive
6844,Invasive
6845,Invasive
6848,Invasive
6850,Invasive
6851,Invasive
6852,Invasive
6854,Invasive
6856,Invasive
6857,Invasive
6858,Invasive
6859,Invasive
6860,Invasive
6861,Invasive
6862,Invasive
6863,Invasive
6864,Invasive
6865,Invasive
6866,Invasive
6867,Unassigned
6868,Invasive
6869,Invasive
6870,Unassigned
6871,Unassigned
6872,Unassigned
6874,Unassigned
6875,Unassigned
6876,Unassigned
6877,Unassigned
6878,Unassigned
6879,Unassigned
6880,Unassigned
6881,Unassigned
6882,Unassigned
6883,Unassigned
6884,Unassigned
6885,Unassigned
6886,Unassigned
6887,Unassigned
6888,Unassigned
6889,Unassigned
6890,Unassigned
6891,Unassigned
6893,Unassigned
6894,Invasive
6895,Invasive
6896,Invasive
6897,Invasive
6898,Invasive
6900,Invasive
6901,Invasive
6902,Invasive
6903,Invasive
6904,Invasive
6905,Invasive
6906,Invasive
6907,Invasive
6908,Invasive
6909,Invasive
6910,Invasive
6911,Invasive
6912,Invasive
6913,Invasive
6914,Invasive
6915,Invasive
6916,Invasive
6917,Invasive
6918,Invasive
6919,Invasive
6920,Invasive
6921,Invasive
6922,Invasive
6923,Invasive
6924,Invasive
6925,Invasive
6926,Invasive
6927,Invasive
6928,Invasive
6929,Invasive
6930,Invasive
6931,Invasive
6932,Invasive
6933,Invasive
6934,Invasive
6935,Invasive
6936,Invasive
6937,Invasive
6938,Invasive
6939,Invasive
6940,Invasive
6941,Invasive
6942,Invasive
7015,Invasive
7016,Unassigned
7017,Unassigned
7018,Unassigned
7019,Unassigned
7020,Invasive
7021,Invasive
7022,Invasive
7023,Invasive
7025,Invasive
7026,Invasive
7027,Invasive
7029,Invasive
7031,Invasive
7033,Invasive
7035,Invasive
7037,Invasive
7040,Invasive
7041,Invasive
7042,Invasive
7043,Invasive
7044,Invasive
7045,Invasive
7046,Invasive
7047,Invasive
7048,Invasive
7049,Invasive
7050,Invasive
7051,Invasive
7052,Invasive
7054,Invasive
7055,Invasive
7056,Invasive
7057,Invasive
7058,Invasive
7059,Invasive
7060,Invasive
7061,Invasive
7062,Invasive
7063,Invasive
7064,Invasive
7065,Invasive
7066,Invasive
7067,Invasive
7068,Invasive
7069,Invasive
7070,Invasive
7071,Invasive
7072,Invasive
7073,Invasive
7074,Invasive
7075,Invasive
7076,Invasive
7077,Invasive
7078,Invasive
7079,Invasive
7080,Invasive
7081,Invasive
7082,Invasive
7083,Invasive
7084,Invasive
7085,Invasive
7086,Invasive
7087,Invasive
7088,Invasive
7089,Invasive
7090,Invasive
7091,Invasive
7092,Invasive
7093,Invasive
7094,Invasive
7095,Invasive
7096,Invasive
7097,Invasive
7098,Invasive
7099,Invasive
7100,Invasive
7101,Invasive
7102,Invasive
7103,Invasive
7104,Invasive
7105,Invasive
7106,Invasive
7107,Invasive
7108,Invasive
7109,Invasive
7110,Invasive
7111,Invasive
7112,Invasive
7113,Invasive
7114,Invasive
7116,Invasive
7117,Invasive
7120,Invasive
7121,Invasive
7122,Invasive
7123,Invasive
7124,Invasive
7126,Invasive
7127,Invasive
7128,Invasive
7129,Invasive
7130,Invasive
7131,Invasive
7132,Invasive
7133,Invasive
7134,Invasive
7135,Invasive
7136,Invasive
7137,Invasive
7138,Invasive
7140,Invasive
7141,Invasive
7142,Invasive
7143,Invasive
7144,Invasive
7145,Invasive
7146,Invasive
7147,Invasive
7148,Invasive
7149,Invasive
7150,Invasive
7151,Invasive
7152,Invasive
7153,Invasive
7154,Invasive
7155,Invasive
7156,Invasive
7157,Invasive
7158,Invasive
7159,Invasive
7160,Invasive
7161,Invasive
7162,Invasive
7163,Invasive
7164,Invasive
7165,Invasive
7166,Invasive
7167,Invasive
7168,Invasive
7169,Invasive
7170,Invasive
7171,Invasive
7172,Invasive
7173,Invasive
7174,Invasive
7175,Invasive
7176,Invasive
7177,Invasive
7178,Invasive
7179,Invasive
7180,Invasive
7181,Invasive
7182,Invasive
7183,Invasive
7184,Invasive
7185,Invasive
7186,Invasive
7187,Invasive
7188,Invasive
7189,Invasive
7191,Invasive
7192,Invasive
7193,Invasive
7194,Invasive
7195,Invasive
7196,Invasive
7197,Invasive
7198,Invasive
7199,Invasive
7200,Invasive
7201,Invasive
7202,Invasive
7203,Invasive
7204,Invasive
7205,Invasive
7206,Invasive
7207,Invasive
7208,Invasive
7209,Invasive
7210,Invasive
7211,Invasive
7212,Invasive
7213,Invasive
7214,Invasive
7215,Invasive
7216,Invasive
7217,Invasive
7218,Invasive
7219,Invasive
7221,Invasive
7222,Invasive
7223,Invasive
7224,Invasive
7225,Invasive
7227,Invasive
7228,Invasive
7229,Invasive
7230,Invasive
7231,Invasive
7232,Invasive
7233,Invasive
7235,Invasive
7236,Invasive
7237,Invasive
7239,Invasive
7240,Invasive
7241,Invasive
7244,Invasive
7245,Invasive
7246,Invasive
7247,Invasive
7248,Invasive
7249,Invasive
7250,Invasive
7251,Invasive
7252,Invasive
7253,Invasive
7254,Invasive
7255,Invasive
7256,Invasive
7257,Invasive
7258,Invasive
7259,Invasive
7260,Invasive
7261,Invasive
7262,Invasive
7263,Invasive
7264,Invasive
7265,Invasive
7266,Invasive
7267,Invasive
7268,Invasive
7269,Invasive
7270,Invasive
7271,Invasive
7272,Invasive
7273,Invasive
7274,Invasive
7276,Invasive
7277,Invasive
7278,Invasive
7280,Invasive
7281,Invasive
7283,Invasive
7284,Invasive
7285,Invasive
7286,Invasive
7287,Invasive
7288,Unassigned
7290,Invasive
7291,Invasive
7292,Invasive
7293,Invasive
7294,Invasive
7295,Invasive
7296,Invasive
7297,Unassigned
7298,Invasive
7299,Invasive
7300,Invasive
7301,Invasive
7303,Invasive
7304,Invasive
7305,Invasive
7306,Invasive
7307,Invasive
7308,Invasive
7309,Invasive
7310,Invasive
7311,Invasive
7312,Invasive
7313,Invasive
7314,Invasive
7315,Invasive
7316,Invasive
7317,Invasive
7318,Invasive
7319,Invasive
7320,Invasive
7321,Invasive
7323,Invasive
7324,Invasive
7325,Invasive
7326,Invasive
7327,Invasive
7328,Invasive
7329,Invasive
7330,Invasive
7331,Invasive
7332,Invasive
7333,Invasive
7334,Invasive
7335,Invasive
7336,Invasive
7337,Invasive
7338,Invasive
7339,Invasive
7340,Invasive
7341,Invasive
7342,Invasive
7343,Invasive
7344,Invasive
7345,Invasive
7346,Unassigned
7348,Unassigned
7349,Unassigned
7350,Unassigned
7351,Unassigned
7352,Unassigned
7353,Unassigned
7354,Unassigned
7355,Unassigned
7356,Unassigned
7357,Unassigned
7358,Unassigned
7359,Unassigned
7360,Unassigned
7361,Unassigned
7362,Unassigned
7363,Unassigned
7364,Unassigned
7365,Unassigned
7366,Unassigned
7367,Unassigned
7368,Unassigned
7369,Unassigned
7370,Unassigned
7371,Unassigned
7372,Unassigned
7373,Unassigned
7374,Unassigned
7376,Unassigned
7377,Unassigned
7378,Unassigned
7379,Unassigned
7381,Unassigned
7382,Unassigned
7383,Unassigned
7384,Unassigned
7385,Unassigned
7386,Unassigned
7387,Unassigned
7388,Unassigned
7389,Unassigned
7390,Unassigned
7391,Unassigned
7392,Unassigned
7393,Unassigned
7394,Unassigned
7395,Unassigned
7396,Unassigned
7397,Unassigned
7398,Unassigned
7399,Unassigned
7400,Unassigned
7401,Unassigned
7402,Unassigned
7403,Unassigned
7404,Unassigned
7405,Unassigned
7407,Unassigned
7408,Unassigned
7409,Unassigned
7410,Unassigned
7411,Unassigned
7413,Invasive
7414,Invasive
7415,Invasive
7416,Invasive
7417,Invasive
7418,Invasive
7419,Invasive
7420,Invasive
7421,Invasive
7422,Invasive
7423,Invasive
7424,Invasive
7425,Invasive
7426,Invasive
7427,Invasive
7428,Invasive
7429,Invasive
7430,Invasive
7431,Invasive
7432,Invasive
7433,Invasive
7434,Invasive
7435,Invasive
7436,Invasive
7437,Invasive
7438,Invasive
7439,Invasive
7440,Invasive
7441,Invasive
7442,Invasive
7445,Invasive
7446,Invasive
7447,Unassigned
7449,Invasive
7450,Invasive
7451,Unassigned
7452,Invasive
7453,Invasive
7454,Invasive
7455,Invasive
7456,Invasive
7457,Invasive
7458,Invasive
7459,Invasive
7460,Invasive
7461,Invasive
7462,Invasive
7463,Invasive
7464,Invasive
7465,Invasive
7466,Invasive
7467,Invasive
7468,Invasive
7469,Invasive
7470,Invasive
7471,Invasive
7473,Invasive
7475,Invasive
7476,Invasive
7477,Unassigned
7478,Invasive
7479,Invasive
7481,Invasive
7482,Invasive
7484,Invasive
7485,Invasive
7486,Invasive
7487,Invasive
7488,Invasive
7489,Invasive
7490,Unassigned
7492,Invasive
7493,Invasive
7494,Invasive
7495,Invasive
7496,Invasive
7497,Unassigned
7498,Unassigned
7500,Unassigned
7501,Unassigned
7502,Unassigned
7504,Unassigned
7505,Unassigned
7506,Unassigned
7507,Unassigned
7510,Unassigned
7512,Unassigned
7515,Unassigned
7517,Unassigned
7518,Unassigned
7519,Unassigned
7520,Unassigned
7522,Unassigned
7525,Unassigned
7526,Unassigned
7528,Unassigned
7529,Unassigned
7530,Unassigned
7531,Unassigned
7533,Unassigned
7534,Unassigned
7535,Unassigned
7537,Unassigned
7538,Unassigned
7539,Unassigned
7540,Unassigned
7541,Unassigned
7542,Unassigned
7544,Unassigned
7545,Unassigned
7547,Unassigned
7548,Unassigned
7549,Unassigned
7551,Unassigned
7552,Unassigned
7554,Unassigned
7555,Unassigned
7556,Unassigned
7558,Unassigned
7559,Unassigned
7560,Unassigned
7561,Unassigned
7562,Unassigned
7563,Unassigned
7566,Unassigned
7574,Unassigned
7577,Unassigned
7578,Unassigned
7579,Unassigned
7581,Unassigned
7582,Unassigned
7583,Unassigned
7584,Unassigned
7585,Unassigned
7587,Unassigned
7589,Unassigned
7590,Unassigned
7591,Unassigned
7592,Unassigned
7593,Unassigned
7595,Unassigned
7596,Unassigned
7597,Unassigned
7598,Unassigned
7599,Unassigned
7600,Unassigned
7601,Unassigned
7602,Unassigned
7604,Unassigned
7605,Unassigned
7607,Unassigned
7608,Unassigned
7609,Unassigned
7610,Unassigned
7611,Unassigned
7612,Unassigned
7613,Unassigned
7616,Unassigned
7618,Unassigned
7620,Unassigned
7621,Unassigned
7622,Unassigned
7624,Unassigned
7625,Unassigned
7626,Unassigned
7627,Unassigned
7629,Unassigned
7630,Unassigned
7631,Unassigned
7632,Unassigned
7633,Unassigned
7634,Unassigned
7635,Unassigned
7636,Unassigned
7637,Unassigned
7638,Unassigned
7639,Unassigned
7640,Unassigned
7641,Unassigned
7642,Unassigned
7643,Unassigned
7644,Unassigned
7645,Unassigned
7646,Unassigned
7647,Unassigned
7648,Unassigned
7649,Unassigned
7650,Unassigned
7651,Unassigned
7652,Unassigned
7653,Unassigned
7654,Unassigned
7655,Unassigned
7656,Unassigned
7657,Unassigned
7658,Unassigned
7659,Unassigned
7660,Unassigned
7661,Unassigned
7662,Unassigned
7663,Unassigned
7664,Unassigned
7665,Unassigned
7666,Unassigned
7667,Unassigned
7668,Unassigned
7669,Unassigned
7670,Unassigned
7671,Unassigned
7672,Unassigned
7673,Unassigned
7674,Unassigned
7676,Unassigned
7677,Unassigned
7678,Unassigned
7680,Unassigned
7681,Unassigned
7682,Unassigned
7683,Unassigned
7684,Unassigned
7685,Unassigned
7686,Unassigned
7687,Unassigned
7688,Unassigned
7689,Unassigned
7690,Unassigned
7691,Unassigned
7692,Unassigned
7693,Unassigned
7694,Unassigned
7695,Unassigned
7696,Unassigned
7697,Unassigned
7698,Unassigned
7699,Unassigned
7700,Unassigned
7702,Unassigned
7703,Unassigned
7705,Unassigned
7707,Unassigned
7708,Unassigned
7709,Unassigned
7710,Unassigned
7711,Unassigned
7712,Unassigned
7713,Unassigned
7714,Unassigned
7715,Unassigned
7716,Unassigned
7717,Unassigned
7720,Unassigned
7721,Unassigned
7722,Unassigned
7723,Unassigned
7724,Unassigned
7725,Unassigned
7726,Unassigned
7727,Unassigned
7729,Unassigned
7730,Unassigned
7731,Unassigned
7732,Unassigned
7733,Unassigned
7734,Unassigned
7736,Unassigned
7737,Unassigned
7739,Unassigned
7740,Unassigned
7741,Unassigned
7742,Unassigned
7743,Unassigned
7744,Unassigned
7745,Unassigned
7746,Unassigned
7747,Unassigned
7748,Unassigned
7749,Unassigned
7750,Unassigned
7751,Unassigned
7752,Unassigned
7753,Unassigned
7755,Unassigned
7756,Unassigned
7757,Unassigned
7758,Unassigned
7759,Unassigned
7760,Unassigned
7761,Unassigned
7762,Unassigned
7763,Unassigned
7765,Unassigned
7766,Unassigned
7767,Unassigned
7768,Unassigned
7769,Unassigned
7770,Unassigned
7771,Unassigned
7772,Unassigned
7773,Unassigned
7774,Unassigned
7775,Unassigned
7776,Unassigned
7777,Unassigned
7778,Unassigned
7779,Unassigned
7780,Unassigned
7781,Unassigned
7782,Unassigned
7783,Unassigned
7784,Unassigned
7785,Unassigned
7786,Unassigned
7787,Unassigned
7788,Unassigned
7789,Unassigned
7790,Unassigned
7791,Unassigned
7792,Unassigned
7793,Unassigned
7794,Unassigned
7795,Unassigned
7796,Unassigned
7797,Unassigned
7798,Unassigned
7799,Unassigned
7800,Unassigned
7801,Unassigned
7802,Unassigned
7803,Unassigned
7804,Unassigned
7805,Unassigned
7806,Unassigned
7807,Unassigned
7808,Unassigned
7809,Unassigned
7810,Unassigned
7811,Unassigned
7812,Unassigned
7813,Unassigned
7814,Unassigned
7815,Unassigned
7816,Unassigned
7817,Unassigned
7818,Unassigned
7819,Unassigned
7820,Unassigned
7821,Unassigned
7822,Unassigned
7823,Unassigned
7824,Unassigned
7825,Unassigned
7826,Unassigned
7827,Unassigned
7828,Unassigned
7832,Unassigned
7836,Unassigned
7838,Unassigned
7840,Unassigned
7841,Unassigned
7842,Unassigned
7843,Unassigned
7844,Unassigned
7845,Unassigned
7847,Unassigned
7848,Unassigned
7849,Unassigned
7850,Unassigned
7851,Unassigned
7852,Unassigned
7853,Unassigned
7857,Unassigned
7858,Unassigned
7859,Unassigned
7860,Unassigned
7861,Unassigned
7862,Unassigned
7863,Unassigned
7867,Unassigned
7868,Unassigned
7869,Unassigned
7870,Unassigned
7873,Unassigned
7875,Unassigned
7877,Unassigned
7880,Unassigned
7881,Unassigned
7882,Unassigned
7884,Unassigned
7885,Unassigned
7886,Unassigned
7887,Unassigned
7888,Unassigned
7891,Unassigned
7892,Unassigned
7893,Unassigned
7894,Unassigned
7895,Unassigned
7896,Unassigned
7897,Unassigned
7898,Unassigned
7899,Unassigned
7900,Unassigned
7901,Unassigned
7902,Unassigned
7903,Unassigned
7904,Unassigned
7905,Unassigned
7906,Unassigned
7907,Unassigned
7908,Unassigned
7909,Unassigned
7910,Unassigned
7911,Unassigned
7912,Unassigned
7913,Unassigned
7914,Unassigned
7915,Unassigned
7916,Unassigned
7917,Unassigned
7918,Unassigned
7949,Unassigned
7952,Unassigned
7954,Unassigned
7958,Unassigned
7959,Unassigned
7960,Unassigned
7962,Unassigned
7964,Unassigned
7965,Unassigned
7967,Unassigned
7968,Unassigned
7969,Unassigned
7970,Unassigned
7971,Unassigned
7974,Unassigned
7975,Unassigned
7977,Unassigned
7978,Unassigned
7979,Unassigned
7980,Unassigned
8019,Invasive
8020,Invasive
8022,Invasive
8023,Invasive
8024,Invasive
8025,Unassigned
8026,Invasive
8027,Invasive
8028,Unassigned
8030,Invasive
8032,Invasive
8033,Invasive
8034,Invasive
8035,Invasive
8036,Invasive
8037,Invasive
8038,Invasive
8040,Invasive
8041,Invasive
8042,Invasive
8043,Invasive
8044,Unassigned
8045,Invasive
8047,Unassigned
8048,Unassigned
8049,Invasive
8050,Invasive
8051,Unassigned
8052,Invasive
8053,Unassigned
8054,Invasive
8056,Invasive
8057,Invasive
8058,Unassigned
8059,Invasive
8060,Unassigned
8061,Invasive
8062,Invasive
8063,Invasive
8064,Invasive
8065,Invasive
8066,Invasive
8067,Unassigned
8068,Invasive
8069,Invasive
8070,Unassigned
8071,Invasive
8072,Invasive
8074,Unassigned
8075,Invasive
8076,Unassigned
8078,Unassigned
8079,Unassigned
8080,Unassigned
8081,Invasive
8083,Invasive
8084,Invasive
8085,Invasive
8088,Unassigned
8089,Unassigned
8090,Unassigned
8093,Unassigned
8094,Invasive
8095,Invasive
8096,Invasive
8097,Invasive
8098,Invasive
8099,Invasive
8100,Invasive
8101,Invasive
8102,Invasive
8103,Unassigned
8104,Invasive
8105,Unassigned
8106,Invasive
8107,Invasive
8110,Invasive
8111,Invasive
8113,Invasive
8114,Invasive
8116,Invasive
8117,Invasive
8118,Invasive
8119,Unassigned
8120,Invasive
8121,Unassigned
8122,Invasive
8123,Invasive
8124,Unassigned
8125,Unassigned
8127,Unassigned
8128,Invasive
8129,Invasive
8130,Invasive
8131,Invasive
8132,Invasive
8133,Invasive
8134,Unassigned
8135,Invasive
8136,Invasive
8137,Unassigned
8138,Unassigned
8139,Invasive
8140,Invasive
8141,Invasive
8142,Invasive
8143,Invasive
8144,Unassigned
8145,Invasive
8146,Unassigned
8147,Unassigned
8148,Unassigned
8149,Unassigned
8150,Unassigned
8151,Unassigned
8152,Unassigned
8154,Unassigned
8155,Unassigned
8156,Unassigned
8157,Unassigned
8158,Unassigned
8159,Unassigned
8160,Unassigned
8161,Unassigned
8162,Unassigned
8163,Unassigned
8164,Unassigned
8165,Unassigned
8166,Unassigned
8167,Unassigned
8168,Unassigned
8169,Unassigned
8170,Unassigned
8173,Unassigned
8174,Unassigned
8175,Unassigned
8176,Unassigned
8177,Unassigned
8179,Unassigned
8180,Unassigned
8181,Unassigned
8182,Unassigned
8183,Unassigned
8184,Unassigned
8185,Unassigned
8186,Unassigned
8187,Unassigned
8188,Unassigned
8189,Unassigned
8190,Unassigned
8191,Unassigned
8192,Unassigned
8193,Unassigned
8196,Unassigned
8197,Unassigned
8198,Unassigned
8199,Unassigned
8200,Unassigned
8201,Unassigned
8202,Unassigned
8203,Unassigned
8204,Unassigned
8205,Unassigned
8206,Unassigned
8207,Unassigned
8209,Invasive
8210,Invasive
8211,Invasive
8212,Invasive
8213,Unassigned
8214,Invasive
8215,Unassigned
8216,Unassigned
8217,Unassigned
8218,Invasive
8219,Invasive
8220,Unassigned
8221,Invasive
8222,Invasive
8223,Unassigned
8224,Unassigned
8225,Unassigned
8226,Unassigned
8227,Unassigned
8228,Unassigned
8230,Unassigned
8231,Unassigned
8232,Unassigned
8233,Unassigned
8234,Unassigned
8235,Unassigned
8236,Unassigned
8238,Unassigned
8239,Unassigned
8240,Unassigned
8241,Unassigned
8242,Unassigned
8243,Unassigned
8244,Unassigned
8245,Unassigned
8246,Unassigned
8247,Unassigned
8248,Unassigned
8249,Unassigned
8250,Unassigned
8251,Unassigned
8253,Unassigned
8255,Unassigned
8256,Unassigned
8257,Unassigned
8258,Unassigned
8259,Unassigned
8260,Unassigned
8261,Unassigned
8262,Unassigned
8264,Unassigned
8265,Unassigned
8266,Unassigned
8268,Unassigned
8269,Unassigned
8270,Unassigned
8271,Unassigned
8273,Unassigned
8275,Unassigned
8277,Unassigned
8279,Unassigned
8280,Unassigned
8281,Unassigned
8282,Unassigned
8283,Unassigned
8284,Unassigned
8286,Unassigned
8287,Unassigned
8288,Unassigned
8289,Unassigned
8292,Unassigned
8293,Unassigned
8294,Unassigned
8297,Unassigned
8298,Unassigned
8300,Unassigned
8301,Unassigned
8302,Unassigned
8303,Unassigned
8305,Unassigned
8307,Unassigned
8308,Unassigned
8309,Unassigned
8310,Unassigned
8311,Unassigned
8312,Unassigned
8313,Unassigned
8314,Unassigned
8315,Unassigned
